Caso Noticia,Artículo,Tipo de Noticia,Fecha de los Hechos,Fecha de la denuncia,Fecha Última Actuación,Última Actuación,Análisis Proceso
050016000248202440989,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-26 22:35:00,2024-05-22 13:56:00,2024-07-05 10:20:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202446177,ESTAFA. ART. 246 C.P.,QUERELLA,2023-06-01 05:52:00,2024-06-14 10:30:00,2024-07-05 09:38:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202445413,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-30 14:41:00,2024-06-11 16:05:00,2024-10-21 11:39:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202424147,ESTAFA. ART. 246 C.P.,QUERELLA,2023-06-01 09:30:00,2024-06-14 10:26:00,2024-07-23 09:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202420166,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-09 21:30:00,2024-06-13 11:25:00,2024-10-11 10:39:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202424138,ESTAFA. ART. 246 C.P.,DENUNCIA,2022-06-08 09:29:00,2024-06-14 09:44:00,2024-09-30 11:23:00,Conciliación sin acuerdo (para fiscales no sau),🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202423601,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-01 21:27:00,2024-06-07 09:21:00,2024-10-11 13:38:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202444149,ESTAFA. ART. 246 C.P.,DENUNCIA,2023-04-30 15:02:00,2024-06-05 19:34:00,2025-07-22 10:16:00,QUERELLA REPROGRAMADA PARA CONCILIACION,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202444823,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-14 15:25:00,2024-06-07 10:41:00,2025-04-23 16:58:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202444780,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-30 19:34:00,2024-06-07 10:12:00,2025-01-22 20:35:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202423758,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-07 20:00:00,2024-06-11 10:53:00,2024-07-31 15:58:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202444531,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-22 14:50:00,2024-06-06 17:13:00,2024-06-18 10:30:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202423510,ESTAFA. ART. 246 C.P.,QUERELLA,2023-11-21 10:51:00,2024-06-06 10:03:00,2024-06-18 09:31:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016099157202412679,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-08 15:09:00,2024-06-11 14:01:00,2024-07-15 10:34:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202423587,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-04-06 20:30:00,2024-06-07 08:45:00,2024-06-25 16:30:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202423705,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-31 15:20:00,2024-06-07 16:56:00,2024-06-25 18:16:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202418473,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-04-29 15:47:00,2024-05-16 15:35:00,2024-07-02 15:33:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202438518,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-05-06 03:08:00,2024-05-12 15:26:00,2024-06-25 09:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202418311,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-01 15:58:00,2024-05-14 15:59:00,2024-06-24 17:04:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202400098,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-13 00:00:00,2024-05-16 00:00:00,2024-06-25 14:25:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
053606099057202411542,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-04 23:18:00,2024-05-14 11:52:00,2025-02-05 14:41:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202438630,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-04 23:44:00,2024-05-13 11:57:00,2024-10-15 14:40:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100326202400260,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-09 12:00:00,2024-05-10 09:43:00,2024-06-12 10:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
053606099057202411488,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-03 16:14:00,2024-05-14 08:48:00,2024-09-10 12:00:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202438747,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-24 00:31:00,2024-05-14 11:22:00,2024-07-30 09:55:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202443877,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-14 13:17:00,2024-06-05 09:00:00,2024-06-24 16:44:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
053606099057202412107,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-04 18:40:00,2024-05-31 10:54:00,2024-06-07 11:53:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
052126000201202411082,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-29 22:45:00,2024-06-04 13:08:00,2024-08-12 14:06:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202423130,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-18 09:17:00,2024-05-31 02:44:00,2025-03-26 10:59:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202423332,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-08 19:32:00,2024-06-04 14:51:00,2024-07-12 10:22:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202423262,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-06 10:04:00,2024-06-04 15:35:00,2024-06-13 11:52:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202361284,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-20 19:42:00,2023-12-27 13:37:00,2025-07-10 15:29:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202443679,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-10 14:15:00,2024-06-04 14:26:00,2024-06-13 11:37:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202442197,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-03 15:20:00,2024-05-28 11:32:00,2024-08-22 17:29:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
110016010000202419337,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-04-15 15:55:00,2024-05-30 08:34:00,2024-06-25 16:04:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202441773,ESTAFA. ART. 246 C.P.,QUERELLA,2023-06-01 18:27:00,2024-05-27 09:50:00,2024-08-15 09:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202422694,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-26 19:42:00,2024-05-27 16:42:00,2024-06-13 14:12:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
053606099057202411788,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-12 22:40:00,2024-05-17 08:31:00,2024-09-10 14:28:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
053606099057202411720,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-21 19:41:00,2024-05-17 06:29:00,2024-09-10 13:47:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
053086100289202403177,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-15 03:00:00,2024-05-17 11:32:00,2025-03-27 14:33:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202438461,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-07 19:51:00,2024-05-10 15:52:00,2024-06-17 16:37:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202438477,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-15 22:34:00,2024-05-10 16:45:00,2024-06-24 17:11:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202440328,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-05-20 14:09:00,2024-05-22 10:36:00,2024-06-17 10:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202404355,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-03-29 08:00:00,2024-05-08 14:52:00,2025-07-04 11:50:00,Conciliación sin acuerdo (para fiscales no sau),🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202437039,ESTAFA. ART. 246 C.P.,QUERELLA,2022-11-13 21:00:00,2024-05-06 11:51:00,2024-06-11 16:25:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202437471,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-19 22:17:00,2024-05-07 15:30:00,2024-06-26 17:01:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202503653,ESTAFA. ART. 246 C.P.,QUERELLA,2024-11-27 15:00:00,2025-06-26 16:45:00,2025-07-11 16:25:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202421306,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-03 10:06:00,2024-05-08 18:57:00,2024-06-05 10:35:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202438132,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-24 22:00:00,2024-05-09 16:38:00,2024-09-09 11:16:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202421423,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-09 10:00:00,2024-05-10 08:44:00,2024-06-06 09:15:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202437733,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-16 23:41:00,2024-05-08 14:20:00,2024-09-09 11:26:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202421494,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-08 22:00:00,2024-05-10 11:54:00,2025-01-13 15:43:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202421042,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-29 01:00:00,2024-05-07 11:13:00,2024-05-24 14:02:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016099157202413174,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-08 18:00:00,2024-07-02 16:04:00,2024-08-06 11:22:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202449956,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-16 22:12:00,2024-07-02 11:32:00,2025-03-10 15:39:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202449965,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-16 21:11:00,2024-07-02 11:40:00,2024-09-24 09:05:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000206202434497,ESTAFA. ART. 246 C.P.,ACTOS URGENTES,2024-07-04 19:05:00,2024-07-04 20:50:00,2024-08-16 09:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202450882,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-15 00:00:00,2024-07-05 16:43:00,2024-08-23 10:49:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202426311,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-02 12:49:00,2024-07-04 08:34:00,2024-08-22 15:24:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202428287,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-07-15 21:00:00,2024-07-23 15:52:00,2024-08-15 09:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202428489,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-07-08 15:53:00,2024-07-25 08:47:00,2024-08-16 09:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202428294,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-03 05:01:00,2024-07-23 16:07:00,2024-08-26 14:26:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202454725,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-12 21:00:00,2024-07-24 15:44:00,2024-08-22 17:20:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
110016010000202422512,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-18 22:00:00,2024-07-22 16:00:00,2024-07-31 15:21:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202454011,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-04-02 08:58:00,2024-07-22 09:08:00,2025-07-03 11:43:00,Registro de informacion no formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202454908,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-16 16:06:00,2024-07-25 13:08:00,2024-11-13 10:49:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202452945,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-06 05:35:00,2024-07-17 09:04:00,2025-02-12 16:41:00,Ordena acumulacion por conexidad - fiscal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202453043,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-06 15:40:00,2024-07-17 11:30:00,2025-03-26 10:15:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202427720,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-17 11:10:00,2024-07-18 10:25:00,2024-10-03 17:03:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202427705,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-18 00:10:00,2024-07-18 09:21:00,2024-10-01 16:53:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202453439,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-17 11:00:00,2024-07-18 13:07:00,2024-08-21 14:18:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202453632,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-07-14 19:56:00,2024-07-19 09:27:00,2024-07-31 16:38:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202427620,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-10 21:14:00,2024-07-17 12:35:00,2024-11-15 15:57:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202518207,ESTAFA. ART. 246 C.P.,QUERELLA,2025-06-06 02:56:00,2025-06-09 10:52:00,2025-06-10 13:54:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202453754,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-29 19:00:00,2024-07-19 13:09:00,2024-08-21 15:02:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202453293,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-21 18:00:00,2024-07-18 09:49:00,2024-08-29 14:33:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202406540,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-16 13:00:00,2024-07-19 10:05:00,2024-09-10 15:17:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202427629,ESTAFA. ART. 246 C.P.,QUERELLA,2022-12-02 05:20:00,2024-07-17 13:58:00,2024-12-17 10:55:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202453329,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-13 21:50:00,2024-07-18 13:10:00,2024-10-16 14:48:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202427842,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-15 09:46:00,2024-07-19 10:02:00,2024-12-06 11:18:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202425078,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-21 10:37:00,2024-06-24 08:22:00,2024-07-31 16:40:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202424899,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-17 16:52:00,2024-06-20 15:20:00,2024-07-08 10:31:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202420801,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-19 21:28:00,2024-06-21 10:33:00,2024-09-23 16:53:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
660016000036202418417,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-20 23:00:00,2024-06-24 15:00:00,2024-10-15 16:48:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202448628,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-11 23:00:00,2024-06-25 00:07:00,2025-03-28 14:23:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202425271,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-22 05:35:00,2024-06-24 11:30:00,2024-06-28 13:34:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202447930,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-02-23 01:30:00,2024-06-21 12:40:00,2024-08-15 09:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202447909,ESTAFA. ART. 246 C.P.,QUERELLA,2022-12-10 20:00:00,2024-06-21 11:27:00,2025-05-08 16:53:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202448424,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-08 05:24:00,2024-06-24 14:01:00,2025-03-10 15:24:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202425316,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-25 03:59:00,2024-06-24 13:42:00,2024-09-26 17:11:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202452965,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-15 20:19:00,2024-07-17 09:44:00,2025-01-13 15:09:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202451861,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-07-04 00:28:00,2024-07-12 09:26:00,2024-08-16 09:55:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202422304,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-22 13:00:00,2024-05-23 11:12:00,2024-07-26 15:49:00,Declaración jurada,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202427044,ESTAFA. ART. 246 C.P.,QUERELLA,2023-09-20 12:00:00,2024-07-11 12:37:00,2024-08-23 16:44:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202427113,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-09 18:40:00,2024-07-12 09:07:00,2024-07-22 15:05:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202427152,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-27 10:00:00,2024-07-12 10:42:00,2025-02-28 00:00:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202406106,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-04 14:00:00,2024-07-13 15:06:00,2024-08-22 17:37:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202452459,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-29 21:39:00,2024-07-15 14:56:00,2024-09-27 09:40:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202451922,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-07 18:00:00,2024-07-12 12:00:00,2024-09-23 16:55:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
660016000036202318140,ESTAFA. ART. 246 C.P.,QUERELLA,2023-07-17 13:44:00,2023-09-19 17:27:00,2025-03-13 15:39:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202452571,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-08 21:52:00,2024-07-15 16:34:00,2025-05-30 10:43:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202452391,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-24 16:20:00,2024-07-15 13:05:00,2025-03-28 14:49:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202452750,ESTAFA. ART. 246 C.P.,QUERELLA,2023-10-11 01:52:00,2024-07-16 12:43:00,2024-08-26 16:57:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
